Wavelength (nm),Cu_n,Cu_k,Zn_n,Zn_k,SiO2_n,SiO2_k
505.0,1.2054399999999998,2.580016,0.8098785278745646,4.549355084930313,1.4680657892949869,0.0021039087277811065
506.0,1.20384,2.581776,0.8125353222996516,4.55881719294425,1.468016755142405,0.0020995292721518984
507.0,1.20224,2.583536,0.8151921167247387,4.568279300958188,1.4679686934335443,0.002095178006329114
508.0,1.20064,2.585296,0.8178489111498259,4.577741408972125,1.4679206317246836,0.002090826740506329
509.0,1.19904,2.587056,0.8205057055749129,4.587203516986063,1.4678725700158226,0.002086475474683544
510.0,1.1974399999999998,2.5888160000000005,0.8231625,4.596665624999999,1.4678245083069619,0.0020821242088607597
511.0,1.19584,2.590576,0.8258192944250873,4.606127733013937,1.4677769106933019,0.002077840188014101
512.0,1.19424,2.592336,0.8284760888501742,4.615589841027874,1.4677304947121035,0.0020737273795534664
513.0,1.19264,2.594096,0.8311328832752614,4.625051949041811,1.467684078730905,0.002069614571092832
514.0,1.19104,2.5958559999999995,0.8337896777003485,4.634514057055749,1.4676376627497063,0.0020655017626321974
515.0,1.18944,2.5976160000000004,0.8364464721254355,4.643976165069686,1.4675912467685077,0.0020613889541715624
516.0,1.18784,2.599376,0.8391032665505227,4.653438273083624,1.4675450496316402,0.0020572493214424193
517.0,1.18624,2.601136,0.8417600609756098,4.662900381097561,1.4674998770841412,0.0020529841023652576
518.0,1.18464,2.602896,0.8444168554006969,4.6723624891114985,1.4674547045366422,0.002048718883288096
519.0,1.18304,2.6046560000000003,0.847073649825784,4.681824597125435,1.4674095319891431,0.002044453664210934
520.0,1.18144,2.6064160000000003,0.8497304442508712,4.6912867051393725,1.467364359441644,0.0020401884451337724
521.0,1.1794223826714805,2.6078880866426,0.8523872386759582,4.70074881315331,1.4673192121328469,0.0020359274332885386
522.0,1.1736462093862818,2.606768953068592,0.8550440331010454,4.710210921167247,1.4672754417354577,0.0020318959493184872
523.0,1.167870036101083,2.605649819494585,0.8577008275261325,4.719673029181185,1.4672316713380686,0.002027864465348435
524.0,1.1620938628158846,2.6045306859205777,0.8603576219512196,4.729135137195122,1.4671879009406796,0.0020238329813783837
525.0,1.156317689530686,2.60341155234657,0.8630144163763067,4.73859724520906,1.4671441305432904,0.0020198014974083314
526.0,1.1505415162454875,2.602292418772564,0.8656712108013939,4.748059353222997,1.4671003601459014,0.002015770013438279
527.0,1.1447653429602886,2.601173285198556,0.8683280052264809,4.757521461236934,1.467057715127328,0.0020117713797035345
528.0,1.1389891696750902,2.600054151624549,0.870984799651568,4.766983569250872,1.4670153358038769,0.002007780501710376
529.0,1.1332129963898916,2.598935018050541,0.8736415940766552,4.7764456772648085,1.4669729564804257,0.0020037896237172174
530.0,1.1274368231046932,2.5978158844765344,0.8762983885017422,4.785907785278746,1.4669305771569745,0.001999798745724059
531.0,1.1216606498194943,2.5966967509025274,0.8789551829268294,4.795369893292683,1.4668881978335233,0.0019958078677309006
532.0,1.115884476534296,2.59557761732852,0.8816119773519165,4.804832001306621,1.466846560030109,0.0019918383515242755
533.0,1.1101083032490973,2.5944584837545124,0.8842687717770036,4.814294109320558,1.466805536319157,0.0019878865261573203
534.0,1.1043321299638988,2.5933393501805053,0.8869255662020907,4.823756217334495,1.4667645126082047,0.001983934700790365
